Product Name,Brand,Skin Concern,Severity,Ingredients,Product Type,Skin Type,Price,Customer Rating,Reviews,Availability,Feature_Blob
La Roche-Posay Serum,La Roche-Posay,Papules,Medium,Hyaluronic Acid  Lactic Acid  Niacinamide  Salicylic Acid  Benzoyl Peroxide,Moisturizer,"combination, normal",1792.61,4.2,950,Nykaa,Papules Medium Hyaluronic Acid  Lactic Acid  Niacinamide  Salicylic Acid  Benzoyl Peroxide Moisturizer
CeraVe Spot Treatment,Neutrogena,"Pustules, Whiteheads",Low,Salicylic Acid  Lactic Acid  Retinol,Cleanser,"sensitive, normal",2459.63,4.7,4054,Ulta,"Pustules, Whiteheads Low Salicylic Acid  Lactic Acid  Retinol Cleanser"
La Roche-Posay Toner,CeraVe,"Blackheads, Nodules, Pustules",Low,Tea Tree Oil  Vitamin C  Retinol  Azelaic Acid  Lactic Acid,Serum,"normal, combination, oily",1867.07,3.9,1067,"Nykaa, Dermstore, Amazon","Blackheads, Nodules, Pustules Low Tea Tree Oil  Vitamin C  Retinol  Azelaic Acid  Lactic Acid Serum"
Innisfree Exfoliator,The Ordinary,"Papules, Pustules",Medium,Zinc PCA  Lactic Acid,Exfoliator,"sensitive, dry, combination",996.74,4.9,846,"Nykaa, Official Website, Amazon","Papules, Pustules Medium Zinc PCA  Lactic Acid Exfoliator"
La Roche-Posay Moisturizer,The Ordinary,Blackheads,Low,Glycolic Acid  Zinc PCA  Retinol  Vitamin C,Moisturizer,"combination, oily, normal",1503.09,4.6,4383,Nykaa,Blackheads Low Glycolic Acid  Zinc PCA  Retinol  Vitamin C Moisturizer
Bioderma Toner,The Ordinary,"Dark Spot, Papules, Pustules",Medium,Retinol  Hyaluronic Acid  Centella Asiatica  Benzoyl Peroxide,Exfoliator,"dry, normal",2094.11,4.0,4771,"Sephora, Dermstore, Official Website","Dark Spot, Papules, Pustules Medium Retinol  Hyaluronic Acid  Centella Asiatica  Benzoyl Peroxide Exfoliator"
La Roche-Posay Spot Treatment,Cetaphil,"Blackheads, Papules, Pustules",Low,Tea Tree Oil  Centella Asiatica,Exfoliator,"oily, sensitive, normal",987.01,4.5,597,"Dermstore, Sephora","Blackheads, Papules, Pustules Low Tea Tree Oil  Centella Asiatica Exfoliator"
Innisfree Exfoliator,La Roche-Posay,Dark Spot,Medium,Hyaluronic Acid  Vitamin C  Tea Tree Oil,Toner,sensitive,2843.09,4.7,1932,"Ulta, Sephora, Dermstore",Dark Spot Medium Hyaluronic Acid  Vitamin C  Tea Tree Oil Toner
La Roche-Posay Spot Treatment,Bioderma,Blackheads,Low,Retinol  Azelaic Acid,Moisturizer,"normal, sensitive",1508.12,3.7,3064,"Nykaa, Dermstore",Blackheads Low Retinol  Azelaic Acid Moisturizer
Paula's Choice Moisturizer,The Ordinary,"Blackheads, Nodules, Pustules",Low,Vitamin C  Niacinamide  Salicylic Acid,Serum,"combination, dry, oily",1096.79,4.5,1358,Dermstore,"Blackheads, Nodules, Pustules Low Vitamin C  Niacinamide  Salicylic Acid Serum"
Bioderma Exfoliator,Bioderma,"Dark Spot, Pustules",Medium,Glycolic Acid  Azelaic Acid,Exfoliator,"dry, oily",2207.38,4.3,167,"Ulta, Amazon, Sephora","Dark Spot, Pustules Medium Glycolic Acid  Azelaic Acid Exfoliator"
Cetaphil Toner,Cetaphil,Blackheads,Low,Niacinamide  Salicylic Acid  Azelaic Acid,Exfoliator,"normal, combination",1760.37,4.7,860,"Ulta, Dermstore",Blackheads Low Niacinamide  Salicylic Acid  Azelaic Acid Exfoliator
La Roche-Posay Moisturizer,Innisfree,"Blackheads, Dark Spot",Low,Salicylic Acid  Benzoyl Peroxide  Glycolic Acid,Exfoliator,sensitive,2188.15,3.8,448,"Dermstore, Nykaa, Amazon","Blackheads, Dark Spot Low Salicylic Acid  Benzoyl Peroxide  Glycolic Acid Exfoliator"
La Roche-Posay Moisturizer,CeraVe,"Nodules, Whiteheads",Low,Lactic Acid  Hyaluronic Acid  Centella Asiatica  Azelaic Acid,Moisturizer,oily,1953.16,4.8,3264,"Nykaa, Dermstore","Nodules, Whiteheads Low Lactic Acid  Hyaluronic Acid  Centella Asiatica  Azelaic Acid Moisturizer"
Cetaphil Spot Treatment,The Ordinary,"Papules, Whiteheads",Low,Tea Tree Oil  Centella Asiatica  Glycolic Acid  Salicylic Acid  Azelaic Acid,Spot Treatment,dry,1527.0,4.1,1324,"Official Website, Dermstore, Sephora","Papules, Whiteheads Low Tea Tree Oil  Centella Asiatica  Glycolic Acid  Salicylic Acid  Azelaic Acid Spot Treatment"
Eucerin Toner,Neutrogena,Blackheads,Low,Retinol  Hyaluronic Acid  Vitamin C,Spot Treatment,combination,1833.2,3.5,1755,"Ulta, Amazon",Blackheads Low Retinol  Hyaluronic Acid  Vitamin C Spot Treatment
Bioderma Spot Treatment,Paula's Choice,Nodules,High,Retinol  Lactic Acid  Benzoyl Peroxide  Vitamin C,Exfoliator,dry,1263.66,4.3,2502,"Amazon, Official Website, Dermstore",Nodules High Retinol  Lactic Acid  Benzoyl Peroxide  Vitamin C Exfoliator
Innisfree Spot Treatment,Clinique,"Nodules, Papules",Medium,Tea Tree Oil  Vitamin C  Retinol  Salicylic Acid  Zinc PCA,Exfoliator,"normal, oily, dry",493.67,3.9,3729,"Amazon, Sephora","Nodules, Papules Medium Tea Tree Oil  Vitamin C  Retinol  Salicylic Acid  Zinc PCA Exfoliator"
Bioderma Toner,Bioderma,"Dark Spot, Nodules, Whiteheads",Low,Lactic Acid  Zinc PCA  Retinol  Centella Asiatica,Toner,sensitive,1949.47,4.8,3554,Official Website,"Dark Spot, Nodules, Whiteheads Low Lactic Acid  Zinc PCA  Retinol  Centella Asiatica Toner"
La Roche-Posay Serum,Innisfree,"Papules, Pustules, Whiteheads",Low,Centella Asiatica  Benzoyl Peroxide  Lactic Acid,Cleanser,oily,2986.75,3.6,3506,"Nykaa, Amazon, Official Website","Papules, Pustules, Whiteheads Low Centella Asiatica  Benzoyl Peroxide  Lactic Acid Cleanser"
CeraVe Exfoliator,Innisfree,Papules,Medium,Centella Asiatica  Zinc PCA  Niacinamide  Lactic Acid,Serum,sensitive,2069.6,3.5,4231,"Nykaa, Official Website",Papules Medium Centella Asiatica  Zinc PCA  Niacinamide  Lactic Acid Serum
Neutrogena Toner,Clinique,"Nodules, Whiteheads",Low,Hyaluronic Acid  Lactic Acid  Glycolic Acid  Tea Tree Oil,Serum,combination,1729.36,3.7,4632,Official Website,"Nodules, Whiteheads Low Hyaluronic Acid  Lactic Acid  Glycolic Acid  Tea Tree Oil Serum"
La Roche-Posay Spot Treatment,Neutrogena,"Nodules, Papules",Medium,Benzoyl Peroxide  Retinol  Hyaluronic Acid,Serum,"dry, oily, combination",1549.22,4.6,2593,Dermstore,"Nodules, Papules Medium Benzoyl Peroxide  Retinol  Hyaluronic Acid Serum"
La Roche-Posay Spot Treatment,Neutrogena,"Blackheads, Nodules, Whiteheads",Low,Retinol  Lactic Acid,Moisturizer,combination,1578.85,4.8,1895,Official Website,"Blackheads, Nodules, Whiteheads Low Retinol  Lactic Acid Moisturizer"
Bioderma Moisturizer,Eucerin,Whiteheads,Low,Hyaluronic Acid  Tea Tree Oil,Exfoliator,oily,1546.14,3.6,4572,"Dermstore, Sephora",Whiteheads Low Hyaluronic Acid  Tea Tree Oil Exfoliator
Cetaphil Exfoliator,Eucerin,Pustules,High,Salicylic Acid  Tea Tree Oil  Glycolic Acid  Niacinamide,Moisturizer,"normal, sensitive",2606.88,4.4,2610,"Nykaa, Dermstore",Pustules High Salicylic Acid  Tea Tree Oil  Glycolic Acid  Niacinamide Moisturizer
The Ordinary Serum,Innisfree,"Dark Spot, Pustules",Medium,Hyaluronic Acid  Centella Asiatica  Retinol  Niacinamide,Moisturizer,dry,2280.42,4.1,4334,Nykaa,"Dark Spot, Pustules Medium Hyaluronic Acid  Centella Asiatica  Retinol  Niacinamide Moisturizer"
The Ordinary Exfoliator,Bioderma,"Papules, Whiteheads",Low,Lactic Acid  Vitamin C  Centella Asiatica,Exfoliator,"combination, normal",1237.86,3.9,1504,"Ulta, Amazon","Papules, Whiteheads Low Lactic Acid  Vitamin C  Centella Asiatica Exfoliator"
La Roche-Posay Toner,Paula's Choice,Whiteheads,Low,Lactic Acid  Zinc PCA  Tea Tree Oil  Azelaic Acid  Hyaluronic Acid,Cleanser,"oily, dry, normal",1424.17,4.9,2188,"Dermstore, Nykaa",Whiteheads Low Lactic Acid  Zinc PCA  Tea Tree Oil  Azelaic Acid  Hyaluronic Acid Cleanser
La Roche-Posay Moisturizer,Clinique,Nodules,High,Benzoyl Peroxide  Glycolic Acid  Niacinamide  Lactic Acid,Exfoliator,"sensitive, normal, oily",1326.91,3.7,1439,"Official Website, Sephora, Ulta",Nodules High Benzoyl Peroxide  Glycolic Acid  Niacinamide  Lactic Acid Exfoliator
La Roche-Posay Exfoliator,Paula's Choice,Nodules,High,Azelaic Acid  Zinc PCA  Salicylic Acid  Hyaluronic Acid,Cleanser,"combination, dry, normal",1297.29,3.6,2359,Amazon,Nodules High Azelaic Acid  Zinc PCA  Salicylic Acid  Hyaluronic Acid Cleanser
Paula's Choice Moisturizer,Cetaphil,Dark Spot,Medium,Retinol  Lactic Acid  Centella Asiatica  Glycolic Acid,Cleanser,"oily, sensitive, combination",1321.13,3.7,3633,"Nykaa, Official Website, Amazon",Dark Spot Medium Retinol  Lactic Acid  Centella Asiatica  Glycolic Acid Cleanser
Bioderma Moisturizer,Clinique,"Nodules, Whiteheads",Low,Azelaic Acid  Benzoyl Peroxide  Niacinamide  Retinol  Tea Tree Oil,Spot Treatment,sensitive,833.18,3.9,4226,"Dermstore, Ulta","Nodules, Whiteheads Low Azelaic Acid  Benzoyl Peroxide  Niacinamide  Retinol  Tea Tree Oil Spot Treatment"
Neutrogena Moisturizer,Neutrogena,"Blackheads, Nodules, Whiteheads",Low,Tea Tree Oil  Vitamin C,Moisturizer,"dry, normal",852.25,4.4,2904,"Amazon, Dermstore, Nykaa","Blackheads, Nodules, Whiteheads Low Tea Tree Oil  Vitamin C Moisturizer"
Innisfree Spot Treatment,Bioderma,"Blackheads, Dark Spot",Low,Vitamin C  Salicylic Acid  Centella Asiatica,Exfoliator,"normal, oily",2698.06,4.6,1989,Ulta,"Blackheads, Dark Spot Low Vitamin C  Salicylic Acid  Centella Asiatica Exfoliator"
Neutrogena Cleanser,CeraVe,"Nodules, Pustules, Whiteheads",Low,Azelaic Acid  Tea Tree Oil  Hyaluronic Acid  Salicylic Acid  Vitamin C,Toner,"oily, combination, dry",934.77,3.9,1911,"Amazon, Official Website, Dermstore","Nodules, Pustules, Whiteheads Low Azelaic Acid  Tea Tree Oil  Hyaluronic Acid  Salicylic Acid  Vitamin C Toner"
Cetaphil Exfoliator,The Ordinary,"Dark Spot, Pustules, Whiteheads",Low,Salicylic Acid  Niacinamide  Retinol,Moisturizer,"normal, oily",1977.69,4.9,4213,Amazon,"Dark Spot, Pustules, Whiteheads Low Salicylic Acid  Niacinamide  Retinol Moisturizer"
CeraVe Moisturizer,The Ordinary,"Blackheads, Nodules, Pustules",Low,Tea Tree Oil  Salicylic Acid  Glycolic Acid,Moisturizer,"normal, oily, sensitive",546.0,4.5,4186,Nykaa,"Blackheads, Nodules, Pustules Low Tea Tree Oil  Salicylic Acid  Glycolic Acid Moisturizer"
Cetaphil Cleanser,The Ordinary,"Blackheads, Nodules",Low,Hyaluronic Acid  Tea Tree Oil,Toner,"sensitive, combination",1183.44,3.7,1649,Dermstore,"Blackheads, Nodules Low Hyaluronic Acid  Tea Tree Oil Toner"
Paula's Choice Exfoliator,Bioderma,Nodules,High,Vitamin C  Lactic Acid,Serum,normal,2246.01,4.1,3523,"Official Website, Nykaa",Nodules High Vitamin C  Lactic Acid Serum
Clinique Spot Treatment,CeraVe,Nodules,High,Lactic Acid  Glycolic Acid,Serum,"oily, sensitive",959.74,4.4,4383,"Amazon, Official Website",Nodules High Lactic Acid  Glycolic Acid Serum
Innisfree Exfoliator,Cetaphil,"Blackheads, Nodules, Pustules",Low,Zinc PCA  Benzoyl Peroxide  Azelaic Acid,Moisturizer,normal,2547.01,4.9,4965,"Dermstore, Ulta","Blackheads, Nodules, Pustules Low Zinc PCA  Benzoyl Peroxide  Azelaic Acid Moisturizer"
La Roche-Posay Cleanser,Bioderma,"Blackheads, Pustules",Low,Retinol  Hyaluronic Acid,Serum,"dry, sensitive",1600.84,3.9,2196,Ulta,"Blackheads, Pustules Low Retinol  Hyaluronic Acid Serum"
CeraVe Cleanser,Eucerin,Papules,Medium,Niacinamide  Lactic Acid  Zinc PCA  Glycolic Acid  Centella Asiatica,Moisturizer,"sensitive, normal, oily",1294.09,4.8,4079,"Dermstore, Ulta",Papules Medium Niacinamide  Lactic Acid  Zinc PCA  Glycolic Acid  Centella Asiatica Moisturizer
The Ordinary Spot Treatment,The Ordinary,"Dark Spot, Papules",Medium,Glycolic Acid  Vitamin C  Zinc PCA,Moisturizer,dry,1397.46,3.7,4598,"Sephora, Dermstore","Dark Spot, Papules Medium Glycolic Acid  Vitamin C  Zinc PCA Moisturizer"
Innisfree Spot Treatment,Innisfree,"Blackheads, Dark Spot, Pustules",Low,Zinc PCA  Azelaic Acid  Hyaluronic Acid  Tea Tree Oil,Spot Treatment,sensitive,1428.24,4.9,921,"Dermstore, Ulta, Sephora","Blackheads, Dark Spot, Pustules Low Zinc PCA  Azelaic Acid  Hyaluronic Acid  Tea Tree Oil Spot Treatment"
Clinique Moisturizer,La Roche-Posay,"Nodules, Papules, Pustules",Medium,Zinc PCA  Lactic Acid  Hyaluronic Acid,Spot Treatment,oily,1947.94,4.8,235,Amazon,"Nodules, Papules, Pustules Medium Zinc PCA  Lactic Acid  Hyaluronic Acid Spot Treatment"
CeraVe Cleanser,La Roche-Posay,Papules,Medium,Zinc PCA  Glycolic Acid  Niacinamide  Lactic Acid,Moisturizer,"normal, combination",1509.92,4.6,3503,Dermstore,Papules Medium Zinc PCA  Glycolic Acid  Niacinamide  Lactic Acid Moisturizer
Bioderma Serum,Cetaphil,Whiteheads,Low,Azelaic Acid  Salicylic Acid  Lactic Acid  Tea Tree Oil,Serum,"dry, oily",811.69,4.3,1146,"Nykaa, Official Website",Whiteheads Low Azelaic Acid  Salicylic Acid  Lactic Acid  Tea Tree Oil Serum
Cetaphil Toner,La Roche-Posay,"Blackheads, Pustules",Low,Zinc PCA  Lactic Acid,Exfoliator,combination,1933.94,4.2,4066,Amazon,"Blackheads, Pustules Low Zinc PCA  Lactic Acid Exfoliator"
CeraVe Toner,CeraVe,Pustules,High,Azelaic Acid  Lactic Acid  Niacinamide,Exfoliator,"oily, normal, sensitive",2631.13,4.6,4247,"Nykaa, Amazon, Sephora",Pustules High Azelaic Acid  Lactic Acid  Niacinamide Exfoliator
Paula's Choice Moisturizer,Innisfree,"Nodules, Whiteheads",Low,Lactic Acid  Zinc PCA  Glycolic Acid  Benzoyl Peroxide  Niacinamide,Serum,oily,971.97,3.8,539,"Official Website, Sephora, Nykaa","Nodules, Whiteheads Low Lactic Acid  Zinc PCA  Glycolic Acid  Benzoyl Peroxide  Niacinamide Serum"
The Ordinary Toner,La Roche-Posay,"Blackheads, Dark Spot, Papules",Low,Tea Tree Oil  Glycolic Acid  Retinol  Zinc PCA,Exfoliator,dry,584.97,3.5,2339,Amazon,"Blackheads, Dark Spot, Papules Low Tea Tree Oil  Glycolic Acid  Retinol  Zinc PCA Exfoliator"
Eucerin Exfoliator,Clinique,Papules,Medium,Retinol  Niacinamide,Exfoliator,"sensitive, normal",1440.07,4.0,1669,Amazon,Papules Medium Retinol  Niacinamide Exfoliator
Cetaphil Spot Treatment,Neutrogena,Dark Spot,Medium,Salicylic Acid  Centella Asiatica  Benzoyl Peroxide  Hyaluronic Acid,Exfoliator,"normal, sensitive, combination",2238.95,4.6,3441,"Sephora, Nykaa",Dark Spot Medium Salicylic Acid  Centella Asiatica  Benzoyl Peroxide  Hyaluronic Acid Exfoliator
Paula's Choice Serum,Eucerin,"Dark Spot, Whiteheads",Low,Tea Tree Oil  Vitamin C  Hyaluronic Acid,Cleanser,"sensitive, normal",946.95,4.6,3816,"Nykaa, Sephora, Official Website","Dark Spot, Whiteheads Low Tea Tree Oil  Vitamin C  Hyaluronic Acid Cleanser"
The Ordinary Cleanser,Innisfree,Nodules,High,Salicylic Acid  Hyaluronic Acid  Glycolic Acid,Moisturizer,"combination, normal, sensitive",1280.11,4.6,4481,Sephora,Nodules High Salicylic Acid  Hyaluronic Acid  Glycolic Acid Moisturizer
Clinique Spot Treatment,Clinique,"Nodules, Papules, Whiteheads",Low,Glycolic Acid  Niacinamide,Spot Treatment,"sensitive, combination, dry",2807.19,4.2,4537,Nykaa,"Nodules, Papules, Whiteheads Low Glycolic Acid  Niacinamide Spot Treatment"
The Ordinary Cleanser,Paula's Choice,Papules,Medium,Vitamin C  Centella Asiatica  Niacinamide  Salicylic Acid,Cleanser,"dry, normal",1866.28,4.6,1162,"Ulta, Amazon, Sephora",Papules Medium Vitamin C  Centella Asiatica  Niacinamide  Salicylic Acid Cleanser
Eucerin Toner,Neutrogena,"Blackheads, Dark Spot, Whiteheads",Low,Hyaluronic Acid  Niacinamide,Cleanser,"normal, sensitive",1501.29,4.6,2476,Nykaa,"Blackheads, Dark Spot, Whiteheads Low Hyaluronic Acid  Niacinamide Cleanser"
Neutrogena Serum,Clinique,"Blackheads, Dark Spot",Low,Glycolic Acid  Centella Asiatica  Salicylic Acid  Retinol  Hyaluronic Acid,Exfoliator,"combination, oily, normal",1960.7,4.8,447,"Ulta, Amazon, Dermstore","Blackheads, Dark Spot Low Glycolic Acid  Centella Asiatica  Salicylic Acid  Retinol  Hyaluronic Acid Exfoliator"
The Ordinary Moisturizer,Cetaphil,Whiteheads,Low,Niacinamide  Vitamin C  Benzoyl Peroxide  Azelaic Acid,Exfoliator,"combination, oily",477.15,4.6,3629,"Nykaa, Amazon",Whiteheads Low Niacinamide  Vitamin C  Benzoyl Peroxide  Azelaic Acid Exfoliator
La Roche-Posay Toner,Bioderma,Dark Spot,Medium,Niacinamide  Benzoyl Peroxide  Zinc PCA  Vitamin C,Cleanser,"normal, oily",1921.62,4.9,1088,"Sephora, Nykaa",Dark Spot Medium Niacinamide  Benzoyl Peroxide  Zinc PCA  Vitamin C Cleanser
Paula's Choice Moisturizer,Eucerin,Dark Spot,Medium,Zinc PCA  Niacinamide  Benzoyl Peroxide,Moisturizer,"oily, normal, combination",1385.37,3.9,2651,"Sephora, Ulta, Official Website",Dark Spot Medium Zinc PCA  Niacinamide  Benzoyl Peroxide Moisturizer
Cetaphil Moisturizer,Innisfree,Dark Spot,Medium,Tea Tree Oil  Niacinamide  Azelaic Acid,Moisturizer,sensitive,961.56,3.9,3948,"Nykaa, Amazon, Official Website",Dark Spot Medium Tea Tree Oil  Niacinamide  Azelaic Acid Moisturizer
Bioderma Moisturizer,Innisfree,Blackheads,Low,Zinc PCA  Azelaic Acid  Benzoyl Peroxide  Centella Asiatica,Exfoliator,normal,1891.75,3.8,1552,Ulta,Blackheads Low Zinc PCA  Azelaic Acid  Benzoyl Peroxide  Centella Asiatica Exfoliator
The Ordinary Serum,Bioderma,"Blackheads, Nodules, Pustules",Low,Glycolic Acid  Salicylic Acid,Toner,"normal, combination",2626.25,4.5,1285,Dermstore,"Blackheads, Nodules, Pustules Low Glycolic Acid  Salicylic Acid Toner"
The Ordinary Exfoliator,Eucerin,"Dark Spot, Papules, Whiteheads",Low,Tea Tree Oil  Zinc PCA  Niacinamide  Retinol  Azelaic Acid,Exfoliator,"dry, normal, oily",1106.52,3.6,4854,Dermstore,"Dark Spot, Papules, Whiteheads Low Tea Tree Oil  Zinc PCA  Niacinamide  Retinol  Azelaic Acid Exfoliator"
Innisfree Cleanser,Neutrogena,Pustules,High,Zinc PCA  Hyaluronic Acid,Cleanser,"combination, normal",2784.65,4.5,4589,"Ulta, Dermstore",Pustules High Zinc PCA  Hyaluronic Acid Cleanser
The Ordinary Toner,Cetaphil,"Nodules, Pustules",High,Salicylic Acid  Retinol,Serum,oily,1656.43,4.0,4959,"Official Website, Nykaa, Dermstore","Nodules, Pustules High Salicylic Acid  Retinol Serum"
Innisfree Moisturizer,La Roche-Posay,"Nodules, Whiteheads",Low,Vitamin C  Azelaic Acid,Spot Treatment,"normal, combination, sensitive",1263.03,4.9,3199,Ulta,"Nodules, Whiteheads Low Vitamin C  Azelaic Acid Spot Treatment"
The Ordinary Cleanser,La Roche-Posay,"Blackheads, Papules, Pustules",Low,Lactic Acid  Retinol,Moisturizer,combination,1378.48,4.6,1387,"Sephora, Amazon, Official Website","Blackheads, Papules, Pustules Low Lactic Acid  Retinol Moisturizer"
Bioderma Toner,The Ordinary,"Pustules, Whiteheads",Low,Azelaic Acid  Niacinamide  Salicylic Acid  Lactic Acid,Toner,"dry, oily",1383.96,4.1,2918,"Official Website, Dermstore, Ulta","Pustules, Whiteheads Low Azelaic Acid  Niacinamide  Salicylic Acid  Lactic Acid Toner"
Neutrogena Cleanser,CeraVe,Blackheads,Low,Glycolic Acid  Salicylic Acid  Vitamin C  Benzoyl Peroxide,Moisturizer,normal,2668.98,4.1,1775,"Nykaa, Dermstore, Ulta",Blackheads Low Glycolic Acid  Salicylic Acid  Vitamin C  Benzoyl Peroxide Moisturizer
CeraVe Cleanser,Bioderma,"Blackheads, Dark Spot, Pustules",Low,Retinol  Niacinamide  Salicylic Acid  Hyaluronic Acid,Serum,oily,2878.75,4.5,873,"Ulta, Amazon","Blackheads, Dark Spot, Pustules Low Retinol  Niacinamide  Salicylic Acid  Hyaluronic Acid Serum"
Cetaphil Spot Treatment,CeraVe,"Blackheads, Pustules, Whiteheads",Low,Niacinamide  Centella Asiatica,Serum,"oily, combination",1093.79,4.4,3049,"Nykaa, Dermstore, Ulta","Blackheads, Pustules, Whiteheads Low Niacinamide  Centella Asiatica Serum"
Neutrogena Exfoliator,La Roche-Posay,Dark Spot,Medium,Retinol  Vitamin C,Moisturizer,sensitive,1733.93,3.9,1593,Sephora,Dark Spot Medium Retinol  Vitamin C Moisturizer
Paula's Choice Cleanser,Paula's Choice,Dark Spot,Medium,Tea Tree Oil  Benzoyl Peroxide  Salicylic Acid  Glycolic Acid,Exfoliator,combination,1114.04,4.2,3941,Ulta,Dark Spot Medium Tea Tree Oil  Benzoyl Peroxide  Salicylic Acid  Glycolic Acid Exfoliator
The Ordinary Toner,La Roche-Posay,Blackheads,Low,Glycolic Acid  Azelaic Acid  Lactic Acid  Vitamin C,Cleanser,oily,2031.16,4.5,2510,Sephora,Blackheads Low Glycolic Acid  Azelaic Acid  Lactic Acid  Vitamin C Cleanser
Bioderma Exfoliator,Paula's Choice,"Dark Spot, Papules, Pustules",Medium,Benzoyl Peroxide  Glycolic Acid,Toner,"dry, oily, sensitive",1752.72,4.1,3931,"Nykaa, Official Website, Dermstore","Dark Spot, Papules, Pustules Medium Benzoyl Peroxide  Glycolic Acid Toner"
Neutrogena Serum,Bioderma,Dark Spot,Medium,Vitamin C  Hyaluronic Acid  Salicylic Acid,Toner,"normal, dry, combination",2154.32,3.8,4064,"Ulta, Dermstore, Nykaa",Dark Spot Medium Vitamin C  Hyaluronic Acid  Salicylic Acid Toner
Bioderma Cleanser,CeraVe,"Blackheads, Papules",Low,Hyaluronic Acid  Vitamin C,Exfoliator,"oily, normal, combination",1439.74,4.6,1622,Ulta,"Blackheads, Papules Low Hyaluronic Acid  Vitamin C Exfoliator"
La Roche-Posay Spot Treatment,Cetaphil,"Nodules, Whiteheads",Low,Glycolic Acid  Zinc PCA,Cleanser,sensitive,1818.41,4.4,2356,Nykaa,"Nodules, Whiteheads Low Glycolic Acid  Zinc PCA Cleanser"
Neutrogena Moisturizer,Eucerin,"Pustules, Whiteheads",Low,Benzoyl Peroxide  Retinol,Serum,normal,1428.61,4.3,2505,"Sephora, Ulta, Amazon","Pustules, Whiteheads Low Benzoyl Peroxide  Retinol Serum"
The Ordinary Cleanser,Cetaphil,"Papules, Whiteheads",Low,Hyaluronic Acid  Tea Tree Oil  Salicylic Acid,Spot Treatment,"combination, sensitive",812.53,4.0,2703,"Ulta, Sephora, Dermstore","Papules, Whiteheads Low Hyaluronic Acid  Tea Tree Oil  Salicylic Acid Spot Treatment"
Eucerin Spot Treatment,The Ordinary,Blackheads,Low,Niacinamide  Benzoyl Peroxide,Spot Treatment,oily,899.98,3.7,1312,Amazon,Blackheads Low Niacinamide  Benzoyl Peroxide Spot Treatment
Innisfree Serum,Clinique,"Blackheads, Whiteheads",Low,Centella Asiatica  Salicylic Acid  Zinc PCA,Moisturizer,dry,1737.26,4.5,3836,Amazon,"Blackheads, Whiteheads Low Centella Asiatica  Salicylic Acid  Zinc PCA Moisturizer"
Cetaphil Spot Treatment,Bioderma,"Papules, Pustules, Whiteheads",Low,Centella Asiatica  Azelaic Acid  Niacinamide,Exfoliator,"combination, normal",478.58,3.8,2454,"Dermstore, Ulta","Papules, Pustules, Whiteheads Low Centella Asiatica  Azelaic Acid  Niacinamide Exfoliator"
